customer_Id,DOB,Gender,city_code
270036,06-04-1971,M,8
268301,06-05-1971,F,1
268200,06-05-1971,F,1
274412,06-06-1971,F,4
267852,06-07-1971,F,9
267639,06-07-1971,M,8
274837,06-09-1971,F,3
273383,06-11-1971,F,6
274632,06-13-1971,F,3
273397,06-14-1971,F,5
274406,06-15-1971,F,1
267849,06-17-1971,F,3
271331,06-18-1971,F,9
274662,06-20-1971,M,7
271827,06-21-1971,M,3
270119,06-23-1971,F,2
267452,06-24-1971,F,5
267395,06-24-1971,M,6
271915,06-24-1971,F,7
272098,06-25-1971,F,4
267001,06-27-1971,F,6
268363,06-29-1971,M,10
268840,06-29-1971,M,8
270586,06-29-1971,M,2
272162,07-03-1971,F,5
269473,07-04-1971,M,4
269756,07-04-1971,M,3
271445,07-05-1971,F,3
271345,07-06-1971,F,8
273527,07-07-1971,F,2
269357,07-08-1971,M,9
273924,07-09-1971,F,7
268629,07-10-1971,F,9
274084,07-10-1971,F,5
270259,07-10-1971,M,5
270764,07-11-1971,M,1
268197,07-11-1971,M,3
271492,07-11-1971,F,5
267634,07-11-1971,M,5
270818,07-14-1971,F,1
274663,07-15-1971,F,1
270378,07-18-1971,F,2
273445,07-18-1971,M,2
270922,07-21-1971,F,7
274504,07-24-1971,F,5
274295,07-25-1971,F,1
267815,07-26-1971,F,10
268385,07-27-1971,M,4
269058,07-29-1971,M,8
273997,07-29-1971,M,3
269035,07-29-1971,M,2
273868,08-02-1971,M,2
269764,08-03-1971,M,5
273456,08-04-1971,M,6
267914,08-06-1971,M,8
269244,08-08-1971,F,8
274177,08-08-1971,M,5
268916,08-10-1971,F,6
269315,08-12-1971,M,2
272893,08-12-1971,M,10
272094,08-12-1971,F,7
271027,08-13-1971,M,8
271122,08-16-1971,M,2
268700,08-18-1971,F,3
275104,08-18-1971,M,3
271863,08-19-1971,M,1
271784,08-22-1971,M,3
274488,08-24-1971,M,7
273518,08-25-1971,F,8
271636,08-29-1971,M,9
268099,09-01-1971,M,5
275148,09-03-1971,F,4
268108,09-03-1971,M,7
266854,09-04-1971,M,5
273986,09-07-1971,M,9
268786,09-07-1971,F,10
268453,09-09-1971,M,3
270203,09-11-1971,M,4
267807,09-11-1971,M,7
270154,09-16-1971,F,4
274268,09-21-1971,M,9
268698,10-04-1971,M,5
274927,10-06-1971,M,3
270451,10-07-1971,F,10
273563,10-08-1971,F,6
267545,10-09-1971,M,8
273318,10-12-1971,F,4
271179,10-12-1971,F,5
270861,10-14-1971,M,4
271679,10-15-1971,F,5
268021,10-18-1971,F,10
272062,10-19-1971,F,5
274629,10-20-1971,M,5
273502,10-21-1971,M,3
275033,10-21-1971,F,10
270254,10-24-1971,F,7
267621,10-26-1971,F,7
272082,10-27-1971,M,5
274802,10-28-1971,F,9
275190,11-02-1971,M,6
268347,11-03-1971,M,6
273618,11-03-1971,F,9
275108,11-04-1971,F,8
268346,11-04-1971,F,7
274279,11-06-1971,M,2
267658,11-07-1971,F,5
273036,11-09-1971,F,2
274522,11-10-1971,M,7
274517,11-11-1971,F,10
272614,11-12-1971,F,8
272767,11-13-1971,M,8
269031,11-14-1971,F,10
268708,11-15-1971,F,5
274299,11-19-1971,F,7
270308,11-19-1971,F,9
268074,11-21-1971,M,5
274773,11-21-1971,M,8
270977,11-22-1971,F,5
270003,11-22-1971,M,5
270197,11-24-1971,M,3
269396,11-25-1971,M,3
272707,11-25-1971,F,8
273849,11-28-1971,M,8
275098,11-29-1971,F,2
268959,11-29-1971,F,3
272016,12-03-1971,F,7
274562,12-03-1971,M,6
273647,12-09-1971,M,7
272192,12-10-1971,F,3
267855,12-10-1971,F,7
271944,12-11-1971,F,5
271690,12-15-1971,F,8
271429,12-17-1971,F,5
267010,12-18-1971,F,4
274244,12-18-1971,M,2
271111,12-19-1971,M,2
267664,12-22-1971,F,10
274021,12-23-1971,F,9
273506,12-23-1971,M,3
274509,12-26-1971,F,10
269261,12-27-1971,F,7
272101,12-27-1971,M,3
272982,01-01-1972,F,10
269036,01-03-1972,F,2
270147,01-07-1972,F,6
271224,01-08-1972,F,9
274600,01-10-1972,M,1
271558,01-12-1972,M,6
270251,01-13-1972,M,4
269020,01-14-1972,M,4
272074,01-15-1972,F,10
270156,01-22-1972,M,6
271046,01-23-1972,F,4
273863,01-23-1972,F,6
269160,01-24-1972,F,1
274939,01-24-1972,F,5
275232,01-27-1972,M,10
270683,01-28-1972,F,5
274885,01-29-1972,F,1
271455,02-01-1972,F,9
275006,02-01-1972,M,2
267867,02-02-1972,M,3
274110,02-03-1972,M,5
268405,02-03-1972,F,4
267945,02-05-1972,M,1
271629,02-08-1972,F,5
270291,02-10-1972,M,8
272055,02-15-1972,M,4
273242,02-15-1972,F,3
273352,02-15-1972,F,5
268445,02-18-1972,M,6
271012,02-20-1972,F,10
274053,02-20-1972,F,5
274550,02-21-1972,M,7
270688,02-21-1972,F,2
270785,02-22-1972,M,2
270968,02-22-1972,F,5
274136,02-23-1972,F,1
274402,02-24-1972,M,7
270965,02-25-1972,M,2
269124,02-28-1972,M,3
269528,02-28-1972,M,7
275158,03-01-1972,M,3
270810,03-01-1972,F,1
269953,03-01-1972,M,8
273946,03-03-1972,M,1
270420,03-03-1972,F,6
267698,03-03-1972,M,7
272504,03-06-1972,M,3
269297,03-06-1972,M,6
272386,03-08-1972,M,2
268484,03-09-1972,F,9
269800,03-09-1972,F,6
269118,03-10-1972,F,6
275036,03-11-1972,M,5
267778,03-11-1972,F,7
271951,03-11-1972,F,4
271526,03-12-1972,F,4
267743,03-13-1972,M,10
272435,03-13-1972,F,7
273380,03-15-1972,F,8
270515,03-15-1972,M,6
271751,03-17-1972,F,8
271187,03-18-1972,F,1
267293,03-18-1972,M,2
273796,03-20-1972,M,5
267827,03-20-1972,F,7
272295,03-20-1972,M,6
270855,03-20-1972,M,7
266788,03-20-1972,F,2
271377,03-21-1972,M,7
274115,03-25-1972,F,2
271658,03-25-1972,F,10
268160,03-29-1972,M,7
273497,04-02-1972,M,2
272713,04-02-1972,F,7
274019,04-05-1972,M,6
268920,04-07-1972,M,1
273669,04-07-1972,F,9
273711,04-08-1972,M,4
272708,04-15-1972,M,10
268333,04-17-1972,F,8
271873,04-17-1972,M,1
272368,04-17-1972,M,3
274336,04-19-1972,M,10
274261,04-28-1972,M,4
272069,04-29-1972,F,8
274613,05-02-1972,M,9
272953,05-02-1972,M,1
270891,05-05-1972,F,6
268271,05-08-1972,M,3
271150,05-12-1972,F,8
273682,05-13-1972,F,8
271055,05-14-1972,M,3
273936,05-16-1972,F,9
273167,05-17-1972,M,9
270898,05-18-1972,M,3
272070,05-18-1972,F,10
272279,05-19-1972,M,9
270493,05-22-1972,M,9
273832,05-23-1972,M,8
271407,05-23-1972,F,2
274653,05-26-1972,M,8
270458,05-26-1972,M,2
268535,05-27-1972,F,4
268957,06-01-1972,M,2
267747,06-02-1972,M,5
270928,06-02-1972,M,2
274270,06-06-1972,F,1
268647,06-07-1972,M,9
275236,06-08-1972,F,2
274931,06-10-1972,M,10
270084,06-10-1972,F,4
273606,06-13-1972,F,10
273440,06-15-1972,M,9
271958,06-15-1972,F,9
266855,06-16-1972,M,10
273697,06-16-1972,F,1
273119,06-17-1972,F,9
273025,06-17-1972,F,6
269568,06-17-1972,M,2
267380,06-19-1972,F,4
275088,06-23-1972,F,2
269616,06-23-1972,F,8
272472,06-24-1972,F,5
269559,06-24-1972,M,1
268101,06-25-1972,M,3
270823,06-28-1972,M,5
273546,06-29-1972,F,9
268612,07-02-1972,F,4
269805,07-04-1972,F,6
273492,07-05-1972,F,7
272938,07-06-1972,M,8
271538,07-10-1972,F,5
275082,07-11-1972,M,9
274058,07-13-1972,F,10
273330,07-13-1972,M,1
268348,07-15-1972,M,5
272852,07-18-1972,F,10
273205,07-19-1972,M,2
269013,07-20-1972,M,1
267721,07-22-1972,F,9
273361,07-22-1972,F,8
269197,07-22-1972,M,8
267543,07-24-1972,F,7
274450,07-24-1972,F,9
270460,07-27-1972,M,5
275007,07-29-1972,M,4
267925,08-02-1972,M,4
269470,08-02-1972,M,4
273030,08-03-1972,F,3
271095,08-04-1972,M,3
269310,08-06-1972,M,4
274204,08-09-1972,F,1
272231,08-10-1972,F,5
273641,08-17-1972,F,2
273357,08-18-1972,F,9
271144,08-19-1972,F,2
274438,08-20-1972,F,6
270721,08-20-1972,M,1
274093,08-21-1972,M,2
273237,08-26-1972,M,3
270659,08-27-1972,M,10
267439,08-27-1972,M,1
269636,09-03-1972,F,2
274090,09-04-1972,F,10
271584,09-04-1972,M,9
270401,09-05-1972,F,8
274281,09-05-1972,F,5
271965,09-06-1972,M,4
270907,09-09-1972,F,1
273114,09-09-1972,F,8
273939,09-09-1972,F,9
273495,09-11-1972,M,6
269382,09-12-1972,F,1
270760,09-16-1972,F,8
269702,09-16-1972,M,6
267370,09-21-1972,M,4
273157,09-23-1972,F,3
268731,09-25-1972,M,8
268870,09-26-1972,F,7
266975,09-27-1972,M,4
272518,10-02-1972,F,9
268534,10-02-1972,M,9
267405,10-03-1972,F,2
272248,10-04-1972,M,7
269629,10-05-1972,M,6
267092,10-08-1972,F,7
273056,10-10-1972,F,3
267905,10-12-1972,F,9
274241,10-13-1972,F,9
274946,10-14-1972,M,4
273595,10-16-1972,M,3
271060,10-16-1972,M,4
274567,10-18-1972,M,2
268988,10-19-1972,M,6
273478,10-20-1972,F,3
267112,10-22-1972,M,7
270366,10-24-1972,M,3
267895,10-25-1972,F,10
272446,10-26-1972,F,7
272700,10-27-1972,M,6
272489,10-28-1972,F,6
268558,11-02-1972,F,4
272313,11-02-1972,F,5
272508,11-05-1972,M,9
272200,11-06-1972,M,4
275043,11-08-1972,M,4
271283,11-10-1972,M,2
272561,11-12-1972,M,8
268412,11-13-1972,F,4
267174,11-16-1972,M,1
266863,11-17-1972,M,6
267583,11-21-1972,M,4
270706,11-24-1972,M,1
273941,11-26-1972,F,8
269922,11-26-1972,M,5
267193,11-27-1972,M,1
269603,11-28-1972,M,4
273308,11-28-1972,M,1
267429,11-29-1972,F,2
271596,11-29-1972,F,9
274386,12-01-1972,M,6
268504,12-05-1972,M,6
269462,12-05-1972,F,6
273638,12-09-1972,M,8
268469,12-10-1972,F,10
267715,12-10-1972,F,7
273265,12-12-1972,F,5
272535,12-12-1972,F,4
268241,12-13-1972,M,5
274449,12-15-1972,M,4
267270,12-16-1972,M,2
274523,12-16-1972,F,8
272438,12-16-1972,M,9
269034,12-16-1972,M,10
273675,12-18-1972,M,7
267875,12-18-1972,F,8
268319,12-19-1972,M,10
272969,12-19-1972,M,5
272010,12-22-1972,F,5
268171,12-22-1972,M,3
268419,12-23-1972,F,3
268976,12-26-1972,M,4
267257,12-26-1972,M,4
269556,12-27-1972,M,5
271743,12-27-1972,F,3
269679,12-28-1972,M,4
269352,01-03-1973,F,3
269490,01-05-1973,M,5
268366,01-09-1973,F,9
274556,01-10-1973,F,8
267387,01-11-1973,M,9
273662,01-12-1973,M,10
270071,01-17-1973,F,5
268055,01-20-1973,M,5
270306,01-21-1973,M,1
271205,01-23-1973,M,7
275204,01-24-1973,F,1
270144,01-28-1973,F,5
274334,02-01-1973,M,5
273553,02-04-1973,M,3
274251,02-05-1973,M,5
267931,02-06-1973,F,10
267169,02-07-1973,M,8
271856,02-08-1973,F,7
267126,02-09-1973,M,8
268411,02-10-1973,F,1
274648,02-13-1973,M,8
268502,02-14-1973,F,6
272808,02-15-1973,M,6
272684,02-17-1973,F,6
267718,02-19-1973,F,9
272046,02-20-1973,M,5
272727,02-20-1973,M,3
273067,02-21-1973,F,5
272173,02-21-1973,M,8
272799,02-24-1973,F,6
269033,02-24-1973,M,6
267320,02-25-1973,M,3
269789,02-27-1973,F,2
269798,02-28-1973,F,4
269988,03-02-1973,M,6
268606,03-03-1973,F,1
268352,03-04-1973,F,8
266991,03-05-1973,M,5
269794,03-07-1973,F,10
267696,03-09-1973,F,8
272720,03-09-1973,F,2
275046,03-10-1973,M,10
271547,03-10-1973,F,7
269617,03-11-1973,F,3
269306,03-11-1973,M,6
273019,03-11-1973,F,4
274369,03-14-1973,F,9
274237,03-17-1973,M,10
275233,03-17-1973,M,5
270839,03-19-1973,M,5
269737,03-19-1973,M,6
271722,03-20-1973,M,6
275261,03-21-1973,F,10
275091,03-26-1973,F,2
267892,03-27-1973,F,4
269376,04-02-1973,F,8
274356,04-02-1973,F,9
271818,04-03-1973,M,7
269887,04-03-1973,M,2
274124,04-04-1973,F,1
275136,04-06-1973,M,4
268825,04-06-1973,M,6
267637,04-07-1973,F,4
267309,04-08-1973,F,1
273637,04-12-1973,M,2
271448,04-12-1973,M,4
271569,04-23-1973,F,3
271862,04-24-1973,M,8
271108,04-28-1973,M,10
274364,04-28-1973,M,10
274780,05-01-1973,M,6
273014,05-02-1973,M,4
270672,05-03-1973,M,2
268173,05-04-1973,M,8
267588,05-04-1973,M,8
267097,05-05-1973,M,2
270955,05-05-1973,M,1
272314,05-05-1973,M,1
268608,05-05-1973,M,8
267432,05-07-1973,F,5
268585,05-08-1973,F,4
269088,05-09-1973,M,8
271929,05-09-1973,F,6
270255,05-10-1973,M,1
273634,05-10-1973,F,6
270384,05-11-1973,F,8
269259,05-14-1973,F,7
272568,05-17-1973,F,10
272879,05-21-1973,M,5
273258,05-26-1973,M,8
269466,05-26-1973,F,6
274490,06-01-1973,F,4
273435,06-02-1973,M,5
268810,06-02-1973,F,6
266824,06-04-1973,M,7
270788,06-04-1973,M,4
275262,06-06-1973,M,10
272487,06-08-1973,F,9
268328,06-08-1973,F,7
271838,06-10-1973,F,5
270075,06-11-1973,M,3
274868,06-14-1973,F,2
268716,06-15-1973,M,2
273136,06-20-1973,M,4
266982,06-22-1973,M,5
267327,06-22-1973,F,3
269063,06-23-1973,M,3
274363,06-28-1973,M,1
272054,07-03-1973,M,1
270950,07-05-1973,F,6
267116,07-07-1973,F,7
269361,07-09-1973,F,10
267962,07-12-1973,M,9
267888,07-12-1973,F,10
273719,07-16-1973,M,9
270923,07-16-1973,F,2
271888,07-17-1973,F,5
273455,07-17-1973,M,8
267301,07-19-1973,F,2
271327,07-20-1973,F,3
271341,07-22-1973,M,10
274866,07-23-1973,F,2
272371,07-28-1973,M,5
269172,07-28-1973,F,4
268681,07-29-1973,M,8
266815,08-07-1973,F,4
268337,08-08-1973,M,10
272981,08-11-1973,M,8
274452,08-11-1973,F,4
269003,08-12-1973,M,6
272459,08-13-1973,F,4
268924,08-16-1973,F,3
270573,08-20-1973,F,1
272809,08-20-1973,M,7
274788,08-22-1973,M,2
272716,08-23-1973,M,4
273053,08-23-1973,F,5
271279,08-24-1973,M,3
272170,08-25-1973,F,5
267214,08-25-1973,F,6
267226,08-26-1973,M,2
272385,09-01-1973,M,2
272511,09-01-1973,F,5
273644,09-01-1973,F,3
273261,09-02-1973,F,9
273823,09-04-1973,M,9
268172,09-06-1973,M,1
274733,09-06-1973,M,10
272341,09-10-1973,F,9
270787,09-10-1973,F,6
270771,09-12-1973,F,7
275210,09-13-1973,M,2
273498,09-13-1973,M,10
271755,09-15-1973,F,2
270874,09-17-1973,M,9
272813,09-17-1973,M,7
271340,09-21-1973,M,3
274384,09-22-1973,M,7
274325,09-23-1973,F,8
274226,09-23-1973,F,10
267585,09-25-1973,M,3
270739,09-26-1973,F,5
271243,09-26-1973,F,2
269007,09-29-1973,M,3
272503,10-01-1973,M,8
267856,10-01-1973,F,10
272124,10-04-1973,F,8
273831,10-05-1973,M,5
267468,10-06-1973,M,4
269282,10-09-1973,M,2
270650,10-10-1973,F,6
267749,10-11-1973,M,10
267974,10-12-1973,M,1
273706,10-12-1973,F,10
274525,10-14-1973,F,10
269010,10-14-1973,F,2
273387,10-15-1973,F,10
269999,10-15-1973,F,6
271157,10-15-1973,F,6
268965,10-20-1973,F,8
271452,10-21-1973,M,4
274129,10-23-1973,F,3
273465,10-24-1973,M,3
268187,10-24-1973,M,1
269189,10-25-1973,F,9
275226,10-26-1973,M,4
273971,10-26-1973,F,6
274554,11-03-1973,F,7
271885,11-04-1973,F,3
267003,11-04-1973,M,5
268860,11-04-1973,F,4
272741,11-09-1973,F,7
269497,11-10-1973,M,7
268415,11-10-1973,M,9
272530,11-10-1973,F,3
269279,11-10-1973,M,3
266919,11-11-1973,M,6
275064,11-13-1973,F,6
274666,11-14-1973,F,8
271553,11-15-1973,M,4
274138,11-15-1973,M,8
270880,11-17-1973,F,3
272422,11-17-1973,F,8
267377,11-20-1973,M,8
266836,11-21-1973,F,7
268908,11-24-1973,F,2
272449,11-25-1973,F,10
270860,11-26-1973,M,3
269546,11-28-1973,M,3
274400,12-03-1973,M,8
267830,12-06-1973,M,8
272878,12-06-1973,F,10
269779,12-08-1973,M,7
272407,12-12-1973,F,9
274027,12-13-1973,M,6
272562,12-14-1973,M,5
268556,12-18-1973,F,6
271543,12-20-1973,M,1
274483,12-23-1973,F,2
268061,12-23-1973,M,6
269555,12-24-1973,F,7
273757,12-24-1973,M,5
272003,12-24-1973,M,3
268436,12-25-1973,F,4
270067,12-27-1973,M,7
273299,12-28-1973,M,2
271091,12-29-1973,F,4
275126,01-02-1974,F,2
270828,01-05-1974,M,2
272925,01-08-1974,M,5
271446,01-08-1974,M,7
274496,01-11-1974,M,1
268645,01-13-1974,M,10
273403,01-13-1974,M,6
268218,01-15-1974,F,4
274895,01-16-1974,F,9
273218,01-18-1974,F,8
267160,01-19-1974,M,3
275084,01-21-1974,F,7
274219,01-24-1974,M,8
273949,01-25-1974,M,4
270121,01-29-1974,F,5
269430,01-29-1974,F,5
274941,01-29-1974,F,7
267504,02-01-1974,F,7
269859,02-02-1974,F,5
268490,02-02-1974,F,1
269285,02-04-1974,F,7
274042,02-06-1974,F,4
270684,02-07-1974,M,2
275171,02-09-1974,F,9
274435,02-10-1974,M,8
270117,02-10-1974,M,6
267328,02-11-1974,M,5
272401,02-12-1974,M,4
274149,02-12-1974,M,6
267449,02-15-1974,F,10
271595,02-15-1974,M,5
272666,02-19-1974,F,3
268673,02-20-1974,F,1
273674,02-23-1974,F,9
270667,02-24-1974,M,9
271080,02-25-1974,F,5
268305,02-25-1974,M,2
273582,02-25-1974,F,10
268973,02-25-1974,F,8
274759,02-27-1974,M,7
275060,02-27-1974,M,6
268512,03-01-1974,M,5
269993,03-04-1974,F,7
268768,03-09-1974,F,7
272706,03-09-1974,M,8
272566,03-10-1974,M,7
269711,03-13-1974,F,6
271969,03-14-1974,M,5
274316,03-15-1974,M,2
